Order_ID,Order_Date,SKU,Product_Name,Customer_Region,Warehouse_ID,Quantity_Sold,Unit_Price,Unit_Cost,Order_Status
SO-500097,2025-01-27,SKU-1045,Spare Fuse 10A,East Java,WH-SBY,286.0,271.48,159.12,Delivered
SO-500409,2025-10-11,SKU-1021,Led Desk Lamp,Sumatra,WH-MDN,100.0,409.19,309.85,Delivered
SO-500302,2025-06-13,SKU-1037,Timing Belt 120T,Sumatra,WH-SBY,158.0,54.43,31.29,Delivered
SO-500599,2025-04-19,SKU-1010,Corrugated Box Medium,Central Java,WH-SBY,26.0,294.1,171.63,Delivered
SO-500453,2025-11-13,SKU-1027,Standing Desk Converter,Bali & Nusa Tenggara,WH-SBY,159.0,268.34,178.08,Delivered
SO-500072,2025-09-02,SKU-1015,Poly Mailer Bag,Bali & Nusa Tenggara,WH-JKT,38.0,223.93,170.55,Delivered
SO-500001,2025-05-08,SKU-1044,Conveyor Belt Roller,Central Java,WH-SMG,60.0,83.28,52.09,Delivered
SO-500571,2025-12-19,SKU-1043,Machine Coolant 5L,Central Java,WH-SMG,95.0,39.5,30.18,Delivered
SO-500508,2025-01-30,SKU-1014,Carton Tape 48Mm,West Java,WH-SBY,227.0,218.82,149.71,Delivered
SO-500561,2025-10-18,SKU-1021,Led Desk Lamp,Central Java,WH-MKS,0.0,409.19,309.85,Cancelled
SO-500204,2025-01-22,SKU-1044,Conveyor Belt Roller,Bali & Nusa Tenggara,WH-MDN,297.0,83.28,52.09,Delivered
SO-500085,2025-03-05,SKU-1026,Wireless Mouse,Kalimantan,WH-MDN,160.0,331.23,196.98,Delivered
SO-500369,2025-08-31,SKU-1032,Motor Bracket Assembly,Bali & Nusa Tenggara,WH-SBY,120.0,377.86,216.37,Delivered
SO-500393,2025-12-12,SKU-1042,Hydraulic Oil Iso 46,Bali & Nusa Tenggara,WH-MDN,96.0,170.97,110.39,Delivered
SO-500329,2025-06-02,SKU-1000,Steel Coil 2Mm,Sulawesi,WH-MKS,59.0,10.82,7.72,Delivered
SO-500576,2025-04-18,SKU-1015,Poly Mailer Bag,Kalimantan,WH-SBY,39.0,223.93,170.55,Delivered
SO-500090,2025-08-15,SKU-1039,Safety Gloves Nitrile,Central Java,WH-SMG,228.0,89.25,67.51,Delivered
SO-500424,2025-11-30,SKU-1025,Air Purifier Hepa,Central Java,WH-MKS,158.0,298.8,212.95,Delivered
SO-500074,2025-02-13,SKU-1018,Strapping Band Pp,West Java,WH-SBY,290.0,74.14,50.93,Delivered
SO-500176,2025-10-17,SKU-1009,Timber Plank Oak,West Java,WH-MDN,77.0,244.78,182.69,Delivered
SO-500063,2025-08-06,SKU-1021,Led Desk Lamp,East Java,WH-MKS,185.0,409.19,309.85,Delivered
SO-500145,2025-02-20,SKU-1039,Safety Gloves Nitrile,Sulawesi,WH-MDN,213.0,89.25,67.51,Delivered
SO-500575,2025-03-27,SKU-1019,Cordless Drill 18V,Bali & Nusa Tenggara,WH-JKT,176.0,372.99,245.59,Delivered
SO-500300,2025-01-24,SKU-1002,Pvc Resin,Central Java,WH-JKT,175.0,81.83,50.91,Delivered
SO-500609,2025-12-20,SKU-1020,Office Chair Ergonomic,West Java,WH-SBY,248.0,64.64,37.3,Delivered
SO-500641,2025-07-10,SKU-1020,Office Chair Ergonomic,Sulawesi,WH-SMG,155.0,64.64,37.3,Delivered
SO-500448,2025-11-11,SKU-1044,Conveyor Belt Roller,Sumatra,WH-SBY,224.0,83.28,52.09,Delivered
SO-500116,2025-05-28,SKU-1041,Cutting Tool Insert,Kalimantan,WH-SBY,51.0,49.63,34.42,Delivered
SO-500643,2025-09-14,SKU-1012,Shrink Wrap Film,Bali & Nusa Tenggara,WH-JKT,200.0,174.97,99.81,Delivered
SO-500573,2025-06-12,SKU-1036,Rubber Gasket Set,Central Java,WH-MKS,294.0,28.95,21.41,Delivered
SO-500502,2025-08-30,SKU-1011,Corrugated Box Large,West Java,WH-JKT,39.0,92.93,68.03,Delivered
SO-500244,2025-10-07,SKU-1021,Led Desk Lamp,Bali & Nusa Tenggara,WH-SMG,94.0,409.19,309.85,Delivered
SO-500445,2025-03-26,SKU-1041,Cutting Tool Insert,Sulawesi,WH-SBY,94.0,49.63,34.42,Delivered
SO-500136,2025-03-14,SKU-1004,Copper Wire Roll,Bali & Nusa Tenggara,WH-SBY,0.0,39.25,26.9,Cancelled
SO-500163,2025-02-20,SKU-1025,Air Purifier Hepa,Bali & Nusa Tenggara,WH-JKT,287.0,298.8,212.95,Delivered
SO-500009,2025-12-18,SKU-1032,Motor Bracket Assembly,East Java,WH-SBY,225.0,377.86,216.37,Delivered
SO-500091,2025-02-16,SKU-1029,Hydraulic Pump Seal,East Java,WH-MDN,214.0,49.09,36.34,Delivered
SO-500264,2025-04-13,SKU-1029,Hydraulic Pump Seal,Central Java,WH-JKT,42.0,49.09,36.34,Delivered
SO-500190,2025-05-29,SKU-1024,Electric Kettle 1.7L,Sumatra,WH-JKT,0.0,67.61,42.33,Cancelled
SO-500054,2025-08-12,SKU-1027,Standing Desk Converter,East Java,WH-MKS,170.0,268.34,178.08,Delivered
SO-500047,2025-12-13,SKU-1034,Pressure Valve 1/2In,Sumatra,WH-MDN,106.0,56.49,39.97,Delivered
SO-500592,2025-01-23,SKU-1026,Wireless Mouse,Sumatra,WH-SMG,243.0,331.23,196.98,Delivered
SO-500131,2025-11-27,SKU-1038,Industrial Lubricant 20L,East Java,WH-JKT,230.0,257.33,164.86,Delivered
SO-500247,2025-01-22,SKU-1012,Shrink Wrap Film,East Java,WH-SMG,268.0,174.97,99.81,Delivered
SO-500384,2025-06-22,SKU-1041,Cutting Tool Insert,Bali & Nusa Tenggara,WH-SMG,0.0,49.63,34.42,Cancelled
SO-500226,2025-07-10,SKU-1028,Ball Bearing 6205,West Java,WH-MKS,269.0,145.89,101.55,Delivered
SO-500115,2025-09-07,SKU-1045,Spare Fuse 10A,West Java,WH-MKS,40.0,271.48,159.12,Delivered
SO-500546,2025-01-12,SKU-1004,Copper Wire Roll,Central Java,WH-JKT,232.0,39.25,26.9,Delivered
SO-500165,2025-07-24,SKU-1027,Standing Desk Converter,Kalimantan,WH-MDN,53.0,268.34,178.08,Delivered
SO-500375,2025-06-20,SKU-1013,Pallet Wood Standard,West Java,WH-SMG,113.0,224.95,135.44,Delivered
SO-500488,2025-12-15,SKU-1031,Lithium Battery Cell 18650,West Java,WH-MDN,9.0,426.33,242.3,Delivered
SO-500529,2025-06-07,SKU-1043,Machine Coolant 5L,Central Java,WH-JKT,276.0,39.5,30.18,Returned
SO-500456,2025-11-02,SKU-1024,Electric Kettle 1.7L,Sulawesi,WH-SBY,160.0,67.61,42.33,Delivered
SO-500146,2025-01-17,SKU-1016,Foam Insert Sheet,Central Java,WH-SMG,232.0,99.51,74.43,Delivered
SO-500333,2025-06-22,SKU-1000,Steel Coil 2Mm,Sulawesi,WH-SMG,103.0,10.82,7.72,Delivered
SO-500430,2025-12-11,SKU-1024,Electric Kettle 1.7L,Central Java,WH-MDN,160.0,67.61,42.33,Delivered
SO-500524,2025-05-30,SKU-1012,Shrink Wrap Film,Bali & Nusa Tenggara,WH-MKS,160.0,174.97,99.81,Delivered
SO-500617,2025-01-30,SKU-1012,Shrink Wrap Film,West Java,WH-SBY,238.0,174.97,99.81,Delivered
SO-500368,2025-07-29,SKU-1024,Electric Kettle 1.7L,East Java,WH-SBY,197.0,67.61,42.33,Delivered
SO-500025,2025-09-16,SKU-1043,Machine Coolant 5L,Bali & Nusa Tenggara,WH-MDN,285.0,39.5,30.18,Delivered
SO-500465,2025-10-05,SKU-1022,Stainless Steel Bottle 1L,Bali & Nusa Tenggara,WH-JKT,230.0,243.11,177.91,Delivered
SO-500143,2025-03-11,SKU-1032,Motor Bracket Assembly,Sumatra,WH-MDN,194.0,377.86,216.37,Delivered
SO-500199,2025-06-15,SKU-1037,Timing Belt 120T,Central Java,WH-SMG,230.0,54.43,31.29,Delivered
SO-500171,2025-09-17,SKU-1034,Pressure Valve 1/2In,Central Java,WH-SBY,251.0,56.49,39.97,Delivered
SO-500644,2025-01-28,SKU-1024,Electric Kettle 1.7L,Central Java,WH-SBY,107.0,67.61,42.33,Delivered
SO-500398,2025-09-01,SKU-1033,Gear Set Helical,Kalimantan,WH-JKT,9.0,389.75,231.74,Delivered
SO-500068,2025-12-29,SKU-1000,Steel Coil 2Mm,Central Java,WH-MKS,145.0,10.82,7.72,Delivered
SO-500383,2025-10-19,SKU-1023,Bluetooth Speaker Mini,Sumatra,WH-SBY,286.0,273.05,168.61,Delivered
SO-500173,2025-04-26,SKU-1034,Pressure Valve 1/2In,Bali & Nusa Tenggara,WH-MDN,292.0,56.49,39.97,Returned
SO-500486,2025-12-25,SKU-1043,Machine Coolant 5L,Sumatra,WH-SBY,51.0,39.5,30.18,Delivered
SO-500583,2025-12-01,SKU-1025,Air Purifier Hepa,Sulawesi,WH-SBY,227.0,298.8,212.95,Delivered
SO-500203,2025-07-16,SKU-1030,Circuit Board Rev C,Sulawesi,WH-MDN,0.0,348.1,202.29,Cancelled
SO-500528,2025-01-05,SKU-1042,Hydraulic Oil Iso 46,West Java,WH-SMG,197.0,170.97,110.39,Delivered
SO-500589,2025-03-29,SKU-1013,Pallet Wood Standard,West Java,WH-SMG,247.0,224.95,135.44,Delivered
SO-500454,2025-02-13,SKU-1035,Led Driver 12V,East Java,WH-SBY,65.0,24.69,15.71,Delivered
SO-500252,2025-08-06,SKU-1005,Polyethylene Pellets,Sumatra,WH-JKT,97.0,282.47,182.84,Delivered
SO-500002,2025-08-29,SKU-1002,Pvc Resin,Central Java,WH-SBY,240.0,81.83,50.91,Delivered
SO-500355,2025-03-02,SKU-1021,Led Desk Lamp,Sulawesi,WH-SBY,206.0,409.19,309.85,Delivered
SO-500339,2025-07-27,SKU-1010,Corrugated Box Medium,Kalimantan,WH-MKS,164.0,294.1,171.63,Delivered
SO-500278,2025-10-31,SKU-1010,Corrugated Box Medium,Central Java,WH-MKS,92.0,294.1,171.63,Delivered
SO-500491,2025-07-15,SKU-1008,Silicone Sealant Bulk,Kalimantan,WH-SBY,78.0,145.32,89.78,Delivered
SO-500614,2025-09-22,SKU-1045,Spare Fuse 10A,Bali & Nusa Tenggara,WH-SMG,33.0,271.48,159.12,Delivered
SO-500229,2025-08-01,SKU-1001,Aluminum Sheet 3Mm,Sumatra,WH-JKT,262.0,187.89,148.24,Delivered
SO-500530,2025-09-09,SKU-1024,Electric Kettle 1.7L,Central Java,WH-JKT,148.0,67.61,42.33,Delivered
SO-500451,2025-12-10,SKU-1015,Poly Mailer Bag,Sulawesi,WH-MDN,165.0,223.93,170.55,Delivered
SO-500544,2025-03-04,SKU-1008,Silicone Sealant Bulk,West Java,WH-JKT,118.0,145.32,89.78,Delivered
SO-500125,2025-06-04,SKU-1027,Standing Desk Converter,Sumatra,WH-SBY,252.0,268.34,178.08,Delivered
SO-500041,2025-08-29,SKU-1005,Polyethylene Pellets,Kalimantan,WH-JKT,281.0,282.47,182.84,Delivered
SO-500351,2025-02-02,SKU-1042,Hydraulic Oil Iso 46,West Java,WH-MKS,40.0,170.97,110.39,Returned
SO-500379,2025-08-27,SKU-1029,Hydraulic Pump Seal,Bali & Nusa Tenggara,WH-JKT,245.0,49.09,36.34,Delivered
SO-500346,2025-08-15,SKU-1031,Lithium Battery Cell 18650,Kalimantan,WH-JKT,110.0,426.33,242.3,Delivered
SO-500037,2025-10-01,SKU-1037,Timing Belt 120T,Sumatra,WH-JKT,293.0,54.43,31.29,Delivered
SO-500403,2025-01-09,SKU-1019,Cordless Drill 18V,Sulawesi,WH-SBY,78.0,372.99,245.59,Delivered
SO-500515,2025-09-13,SKU-1003,Cotton Yarn,Central Java,WH-MKS,193.0,254.26,190.06,Delivered
SO-500254,2025-08-07,SKU-1036,Rubber Gasket Set,Kalimantan,WH-SBY,232.0,28.95,21.41,Delivered
SO-500457,2025-11-22,SKU-1029,Hydraulic Pump Seal,Kalimantan,WH-MKS,93.0,49.09,36.34,Delivered
SO-500574,2025-03-14,SKU-1029,Hydraulic Pump Seal,Kalimantan,WH-SMG,44.0,49.09,36.34,Delivered
SO-500045,2025-07-08,SKU-1015,Poly Mailer Bag,Sulawesi,WH-SBY,63.0,223.93,170.55,Delivered
SO-500239,2025-04-06,SKU-1024,Electric Kettle 1.7L,Sulawesi,WH-JKT,189.0,67.61,42.33,Delivered
SO-500482,2025-01-09,SKU-1027,Standing Desk Converter,Bali & Nusa Tenggara,WH-JKT,85.0,268.34,178.08,Delivered
SO-500466,2025-02-22,SKU-1025,Air Purifier Hepa,East Java,WH-SBY,168.0,298.8,212.95,Delivered
SO-500439,2025-07-20,SKU-1022,Stainless Steel Bottle 1L,Bali & Nusa Tenggara,WH-MDN,261.0,243.11,177.91,Delivered
SO-500467,2025-02-14,SKU-1021,Led Desk Lamp,Bali & Nusa Tenggara,WH-MDN,65.0,409.19,309.85,Delivered
SO-500201,2025-09-17,SKU-1021,Led Desk Lamp,East Java,WH-JKT,241.0,409.19,309.85,Delivered
SO-500294,2025-02-25,SKU-1000,Steel Coil 2Mm,Central Java,WH-MDN,140.0,10.82,7.72,Delivered
SO-500281,2025-10-20,SKU-1013,Pallet Wood Standard,Sulawesi,WH-MDN,20.0,224.95,135.44,Delivered
SO-500098,2025-08-13,SKU-1017,Label Roll Thermal,West Java,WH-MDN,0.0,291.85,190.85,Cancelled
SO-500096,2025-04-07,SKU-1003,Cotton Yarn,East Java,WH-MKS,260.0,254.26,190.06,Delivered
SO-500536,2025-04-14,SKU-1004,Copper Wire Roll,Bali & Nusa Tenggara,WH-SBY,60.0,39.25,26.9,Delivered
SO-500031,2025-08-27,SKU-1032,Motor Bracket Assembly,West Java,WH-MDN,110.0,377.86,216.37,Delivered
SO-500277,2025-06-05,SKU-1038,Industrial Lubricant 20L,Sulawesi,WH-MKS,52.0,257.33,164.86,Delivered
